,year,month,genre,number_movie,t_use,share
596,2021-01-01,9,미스터리,272,84162,3.0
597,2021-01-01,9,성인물(에로),"1,748",47165,1.7
598,2021-01-01,9,어드벤처,210,31261,1.1
599,2021-01-01,9,SF,449,26263,0.9
600,2021-01-01,9,전쟁,213,25508,0.9
601,2021-01-01,9,사극,106,19325,0.7
602,2021-01-01,9,판타지,206,18250,0.7
603,2021-01-01,9,기타,573,11803,0.4
604,2021-01-01,9,가족,140,11359,0.4
605,2021-01-01,9,다큐멘터리,500,9587,0.3
606,2021-01-01,9,뮤지컬,49,2331,0.1
607,2021-01-01,9,공연,25,1899,0.1
608,2021-01-01,9,서부극(웨스턴),52,1031,0.0
609,2021-01-01,3,액션,"2,457",569151,28.1
610,2021-01-01,3,드라마,"4,256",318777,15.7
611,2021-01-01,3,애니메이션,"1,165",296800,14.7
612,2021-01-01,3,멜로/로맨스,"3,383",190083,9.4
613,2021-01-01,3,코미디,"1,316",162827,8.0
614,2021-01-01,3,범죄,512,112986,5.6
615,2021-01-01,3,스릴러,688,51660,2.6
616,2021-01-01,3,성인물(에로),"1,594",51644,2.6
617,2021-01-01,3,어드벤처,210,43115,2.1
618,2021-01-01,3,공포(호러),"1,086",41344,2.0
619,2021-01-01,3,SF,448,38133,1.9
620,2021-01-01,3,전쟁,215,37289,1.8
621,2021-01-01,3,미스터리,267,27989,1.4
622,2021-01-01,3,기타,540,19550,1.0
623,2021-01-01,3,판타지,190,17796,0.9
624,2021-01-01,3,가족,142,14016,0.7
625,2021-01-01,3,사극,105,12672,0.6
626,2021-01-01,3,다큐멘터리,477,10620,0.5
627,2021-01-01,3,공연,26,6876,0.3
628,2021-01-01,3,뮤지컬,43,1606,0.1
629,2021-01-01,3,서부극(웨스턴),51,1332,0.1
630,2021-01-01,1,드라마,"4,250",747028,22.8
631,2021-01-01,1,액션,"2,465",704673,21.5
632,2021-01-01,1,애니메이션,"1,158",373674,11.4
633,2021-01-01,1,범죄,510,351435,10.7
634,2021-01-01,1,멜로/로맨스,"3,272",195765,6.0
635,2021-01-01,1,코미디,"1,316",181150,5.5
636,2021-01-01,1,어드벤처,201,135978,4.2
637,2021-01-01,1,미스터리,271,110761,3.4
638,2021-01-01,1,스릴러,699,93960,2.9
639,2021-01-01,1,공포(호러),"1,120",65748,2.0
640,2021-01-01,1,전쟁,205,62833,1.9
641,2021-01-01,1,SF,443,54172,1.7
642,2021-01-01,1,성인물(에로),"1,532",52453,1.6
643,2021-01-01,1,판타지,198,38246,1.2
644,2021-01-01,1,가족,140,34552,1.1
645,2021-01-01,1,다큐멘터리,468,24000,0.7
646,2021-01-01,1,기타,549,22869,0.7
647,2021-01-01,1,사극,105,20195,0.6
648,2021-01-01,1,공연,23,5645,0.2
649,2021-01-01,1,서부극(웨스턴),50,2531,0.1
650,2021-01-01,1,뮤지컬,43,1499,0.1
651,2021-01-01,7,액션,"2,533",696325,24.0
652,2021-01-01,7,애니메이션,"1,170",462773,16.0
653,2021-01-01,7,드라마,"4,309",434806,15.0
654,2021-01-01,7,스릴러,708,366659,12.7
655,2021-01-01,7,공포(호러),"1,118",199302,6.9
656,2021-01-01,7,범죄,511,165833,5.7
657,2021-01-01,7,멜로/로맨스,"3,500",153370,5.3
658,2021-01-01,7,코미디,"1,285",71905,2.5
659,2021-01-01,7,미스터리,271,70088,2.4
660,2021-01-01,7,성인물(에로),"1,734",51915,1.8
661,2021-01-01,7,SF,450,47080,1.6
662,2021-01-01,7,사극,104,46193,1.6
663,2021-01-01,7,어드벤처,209,36781,1.3
664,2021-01-01,7,판타지,205,22788,0.8
665,2021-01-01,7,전쟁,211,19996,0.7
666,2021-01-01,7,가족,140,18291,0.6
667,2021-01-01,7,기타,543,15396,0.5
668,2021-01-01,7,다큐멘터리,477,11878,0.4
669,2021-01-01,7,뮤지컬,43,3076,0.1
670,2021-01-01,7,공연,25,1563,0.1
671,2021-01-01,7,서부극(웨스턴),47,839,0.0
672,2021-01-01,2,액션,"2,458",622055,26.4
673,2021-01-01,2,드라마,"4,233",424052,18.0
674,2021-01-01,2,애니메이션,"1,149",342200,14.5
675,2021-01-01,2,범죄,504,196492,8.3
676,2021-01-01,2,멜로/로맨스,"3,270",158151,6.7
677,2021-01-01,2,코미디,"1,305",126181,5.4
678,2021-01-01,2,어드벤처,205,86870,3.7
679,2021-01-01,2,스릴러,700,61626,2.6
680,2021-01-01,2,공포(호러),"1,098",51631,2.2
681,2021-01-01,2,미스터리,260,50572,2.2
682,2021-01-01,2,SF,444,47638,2.0
683,2021-01-01,2,성인물(에로),"1,534",44530,1.9
684,2021-01-01,2,전쟁,205,40387,1.7
685,2021-01-01,2,판타지,195,26195,1.1
686,2021-01-01,2,기타,526,20141,0.9
687,2021-01-01,2,가족,139,18817,0.8
688,2021-01-01,2,사극,107,16463,0.7
689,2021-01-01,2,다큐멘터리,467,13683,0.6
690,2021-01-01,2,공연,26,5113,0.2
691,2021-01-01,2,서부극(웨스턴),51,1958,0.1
692,2021-01-01,2,뮤지컬,47,1021,0.0
693,2021-01-01,8,액션,"2,610",907088,26.9
694,2021-01-01,8,애니메이션,"1,186",649990,19.3
695,2021-01-01,8,드라마,"4,548",445191,13.2
696,2021-01-01,8,스릴러,725,432125,12.8
697,2021-01-01,8,멜로/로맨스,"3,595",165869,4.9
698,2021-01-01,8,공포(호러),"1,131",155137,4.6
699,2021-01-01,8,미스터리,273,125023,3.7
700,2021-01-01,8,범죄,535,121231,3.6
701,2021-01-01,8,코미디,"1,365",88462,2.6
702,2021-01-01,8,성인물(에로),"1,762",54414,1.6
703,2021-01-01,8,SF,455,43933,1.3
704,2021-01-01,8,어드벤처,217,42813,1.3
705,2021-01-01,8,사극,106,30744,0.9
706,2021-01-01,8,전쟁,215,28942,0.9
707,2021-01-01,8,판타지,207,25224,0.8
708,2021-01-01,8,가족,141,18196,0.5
709,2021-01-01,8,기타,571,15511,0.5
710,2021-01-01,8,다큐멘터리,512,13152,0.4
711,2021-01-01,8,뮤지컬,51,6189,0.2
712,2021-01-01,8,공연,27,1781,0.1
713,2021-01-01,8,서부극(웨스턴),48,811,0.0
714,2021-01-01,6,액션,"2,488",495216,23.2
715,2021-01-01,6,애니메이션,"1,140",417373,19.5
716,2021-01-01,6,드라마,"4,257",337648,15.8
717,2021-01-01,6,범죄,510,211095,9.9
718,2021-01-01,6,멜로/로맨스,"3,507",143841,6.7
719,2021-01-01,6,스릴러,671,81220,3.8
720,2021-01-01,6,공포(호러),"1,098",76425,3.6
721,2021-01-01,6,코미디,"1,268",59813,2.8
722,2021-01-01,6,성인물(에로),"1,687",58615,2.7
723,2021-01-01,6,미스터리,258,57479,2.7
724,2021-01-01,6,사극,101,49613,2.3
725,2021-01-01,6,SF,450,41195,1.9
726,2021-01-01,6,어드벤처,208,28318,1.3
727,2021-01-01,6,전쟁,210,22377,1.1
728,2021-01-01,6,판타지,199,18405,0.9
729,2021-01-01,6,기타,538,11598,0.5
730,2021-01-01,6,다큐멘터리,456,11434,0.5
731,2021-01-01,6,가족,137,11198,0.5
732,2021-01-01,6,뮤지컬,42,2062,0.1
733,2021-01-01,6,공연,29,1469,0.1
734,2021-01-01,6,서부극(웨스턴),50,799,0.0
735,2021-01-01,10,액션,"2,599",903863,39.5
736,2021-01-01,10,애니메이션,"1,213",321462,14.0
737,2021-01-01,10,드라마,"4,510",236828,10.4
738,2021-01-01,10,코미디,"1,264",209183,9.1
739,2021-01-01,10,멜로/로맨스,"3,574",129790,5.7
740,2021-01-01,10,공포(호러),"1,077",118669,5.2
741,2021-01-01,10,스릴러,705,96687,4.2
742,2021-01-01,10,범죄,502,66362,2.9
743,2021-01-01,10,성인물(에로),"1,759",56544,2.5
744,2021-01-01,10,미스터리,272,34241,1.5
745,2021-01-01,10,SF,445,21979,1.0
746,2021-01-01,10,어드벤처,201,19389,0.9
747,2021-01-01,10,사극,104,14249,0.6
748,2021-01-01,10,판타지,206,14102,0.6
749,2021-01-01,10,전쟁,218,12504,0.6
750,2021-01-01,10,기타,549,11531,0.5
751,2021-01-01,10,가족,135,10410,0.5
752,2021-01-01,10,다큐멘터리,485,7571,0.3
753,2021-01-01,10,뮤지컬,46,1745,0.1
754,2021-01-01,10,공연,26,1039,0.1
755,2021-01-01,10,서부극(웨스턴),52,778,0.0
756,2021-01-01,4,액션,"2,478",508404,25.1
757,2021-01-01,4,드라마,"4,260",459185,22.6
758,2021-01-01,4,애니메이션,"1,158",321515,15.9
759,2021-01-01,4,멜로/로맨스,"3,457",158659,7.8
760,2021-01-01,4,코미디,"1,276",115728,5.7
761,2021-01-01,4,범죄,497,94703,4.7
762,2021-01-01,4,스릴러,674,62076,3.1
763,2021-01-01,4,어드벤처,206,51383,2.5
764,2021-01-01,4,성인물(에로),"1,609",51070,2.5
765,2021-01-01,4,공포(호러),"1,068",39804,2.0
766,2021-01-01,4,SF,440,34901,1.7
767,2021-01-01,4,사극,101,22930,1.1
768,2021-01-01,4,전쟁,210,22756,1.1
769,2021-01-01,4,미스터리,263,21577,1.1
770,2021-01-01,4,기타,546,17373,0.9
771,2021-01-01,4,판타지,181,16363,0.8
772,2021-01-01,4,가족,137,14323,0.7
773,2021-01-01,4,다큐멘터리,466,10201,0.5
774,2021-01-01,4,공연,25,3128,0.2
775,2021-01-01,4,뮤지컬,43,1847,0.1
776,2021-01-01,4,서부극(웨스턴),48,774,0.0
777,2021-01-01,12,액션,"2,659",699985,26.7
778,2021-01-01,12,범죄,542,457086,17.4
779,2021-01-01,12,애니메이션,"1,275",413910,15.8
780,2021-01-01,12,드라마,"4,720",322639,12.3
781,2021-01-01,12,멜로/로맨스,"3,679",168682,6.4
782,2021-01-01,12,판타지,218,105952,4.0
783,2021-01-01,12,SF,460,79276,3.0
784,2021-01-01,12,코미디,"1,304",71372,2.7
785,2021-01-01,12,가족,143,56748,2.2
786,2021-01-01,12,스릴러,708,53727,2.1
787,2021-01-01,12,성인물(에로),"1,883",47106,1.8
788,2021-01-01,12,공포(호러),"1,067",38127,1.5
789,2021-01-01,12,다큐멘터리,527,21258,0.8
790,2021-01-01,12,어드벤처,208,18317,0.7
791,2021-01-01,12,미스터리,261,17447,0.7
792,2021-01-01,12,사극,111,15764,0.6
793,2021-01-01,12,전쟁,229,14276,0.5
794,2021-01-01,12,기타,633,11086,0.4
795,2021-01-01,12,뮤지컬,48,6860,0.3
796,2021-01-01,12,공연,27,979,0.0
797,2021-01-01,12,서부극(웨스턴),51,958,0.0
798,2020-01-01,7,드라마,"4,053",739973,22.6
799,2020-01-01,7,액션,"2,386",552859,16.9
800,2020-01-01,7,애니메이션,"1,102",406690,12.4
801,2020-01-01,7,미스터리,266,221604,6.8
802,2020-01-01,7,멜로/로맨스,"3,093",208055,6.4
803,2020-01-01,7,코미디,"1,322",190834,5.8
804,2020-01-01,7,어드벤처,198,172579,5.3
805,2020-01-01,7,스릴러,685,151204,4.6
806,2020-01-01,7,SF,444,142638,4.4
807,2020-01-01,7,범죄,493,136869,4.2
808,2020-01-01,7,공포(호러),"1,093",111143,3.4
809,2020-01-01,7,사극,104,45369,1.4
810,2020-01-01,7,판타지,193,40220,1.2
811,2020-01-01,7,기타,529,39469,1.2
812,2020-01-01,7,성인물(에로),"1,293",38872,1.2
813,2020-01-01,7,전쟁,184,29731,0.9
814,2020-01-01,7,가족,128,21562,0.7
815,2020-01-01,7,다큐멘터리,451,16555,0.5
816,2020-01-01,7,뮤지컬,43,6167,0.2
817,2020-01-01,7,서부극(웨스턴),49,1636,0.1
818,2020-01-01,7,공연,14,513,0.0
819,2020-01-01,11,드라마,"4,072",716587,24.7
820,2020-01-01,11,액션,"2,389",562281,19.4
821,2020-01-01,11,코미디,"1,306",353030,12.2
822,2020-01-01,11,애니메이션,"1,155",316330,10.9
823,2020-01-01,11,범죄,492,234398,8.1
824,2020-01-01,11,멜로/로맨스,"3,121",165838,5.7
825,2020-01-01,11,어드벤처,197,95806,3.3
826,2020-01-01,11,스릴러,682,95062,3.3
827,2020-01-01,11,전쟁,198,70285,2.4
828,2020-01-01,11,공포(호러),"1,068",68280,2.4
829,2020-01-01,11,SF,431,39208,1.4
830,2020-01-01,11,미스터리,267,35712,1.2
831,2020-01-01,11,성인물(에로),"1,345",26606,0.9
832,2020-01-01,11,판타지,196,26254,0.9
833,2020-01-01,11,가족,128,21496,0.7
834,2020-01-01,11,사극,102,20730,0.7
835,2020-01-01,11,기타,523,18384,0.6
836,2020-01-01,11,다큐멘터리,455,15863,0.6
837,2020-01-01,11,공연,20,14084,0.5
838,2020-01-01,11,뮤지컬,42,3133,0.1
839,2020-01-01,11,서부극(웨스턴),48,1115,0.0
840,2020-01-01,6,액션,"2,418",662030,18.5
841,2020-01-01,6,드라마,"4,172",610490,17.0
842,2020-01-01,6,애니메이션,"1,112",482622,13.5
843,2020-01-01,6,어드벤처,204,323836,9.0
844,2020-01-01,6,코미디,"1,396",251938,7.0
845,2020-01-01,6,멜로/로맨스,"3,061",251048,7.0
846,2020-01-01,6,스릴러,699,202054,5.6
847,2020-01-01,6,범죄,512,190063,5.3
848,2020-01-01,6,공포(호러),"1,097",138207,3.9
849,2020-01-01,6,미스터리,272,114741,3.2
850,2020-01-01,6,SF,444,83020,2.3
851,2020-01-01,6,판타지,198,59548,1.7
852,2020-01-01,6,사극,107,44468,1.2
853,2020-01-01,6,기타,560,42776,1.2
854,2020-01-01,6,가족,136,33274,0.9
855,2020-01-01,6,전쟁,190,31905,0.9
856,2020-01-01,6,성인물(에로),"1,264",31640,0.9
857,2020-01-01,6,다큐멘터리,485,22237,0.6
858,2020-01-01,6,뮤지컬,46,8703,0.2
859,2020-01-01,6,서부극(웨스턴),57,2024,0.1
860,2020-01-01,6,공연,19,775,0.0
861,2020-01-01,10,코미디,"1,353",677899,20.7
862,2020-01-01,10,드라마,"4,113",552967,16.9
863,2020-01-01,10,액션,"2,417",466393,14.3
864,2020-01-01,10,애니메이션,"1,161",377636,11.6
865,2020-01-01,10,범죄,490,258447,7.9
866,2020-01-01,10,멜로/로맨스,"3,151",186930,5.7
867,2020-01-01,10,어드벤처,198,173813,5.3
868,2020-01-01,10,공포(호러),"1,102",113033,3.5
869,2020-01-01,10,스릴러,692,104359,3.2
870,2020-01-01,10,전쟁,198,94172,2.9
871,2020-01-01,10,미스터리,270,48953,1.5
872,2020-01-01,10,SF,445,42657,1.3
873,2020-01-01,10,성인물(에로),"1,360",37046,1.1
874,2020-01-01,10,판타지,196,36042,1.1
875,2020-01-01,10,가족,130,27471,0.8
876,2020-01-01,10,사극,106,26712,0.8
877,2020-01-01,10,기타,542,24064,0.7
878,2020-01-01,10,다큐멘터리,488,14625,0.5
879,2020-01-01,10,공연,19,3945,0.1
880,2020-01-01,10,뮤지컬,46,2335,0.1
881,2020-01-01,10,서부극(웨스턴),52,1338,0.0
882,2020-01-01,8,드라마,"4,193",1321316,29.3
883,2020-01-01,8,액션,"2,407",960119,21.3
884,2020-01-01,8,애니메이션,"1,132",569201,12.6
885,2020-01-01,8,코미디,"1,377",257740,5.7
886,2020-01-01,8,멜로/로맨스,"3,156",227869,5.1
887,2020-01-01,8,어드벤처,203,183767,4.1
888,2020-01-01,8,범죄,501,166376,3.7
889,2020-01-01,8,미스터리,271,143560,3.2
890,2020-01-01,8,스릴러,692,136480,3.0
891,2020-01-01,8,공포(호러),"1,114",136224,3.0
892,2020-01-01,8,SF,462,133410,3.0
893,2020-01-01,8,사극,104,56547,1.3
894,2020-01-01,8,성인물(에로),"1,335",43445,1.0
895,2020-01-01,8,판타지,196,42726,1.0
896,2020-01-01,8,전쟁,192,42270,0.9
897,2020-01-01,8,기타,541,39775,0.9
898,2020-01-01,8,가족,132,24940,0.6
899,2020-01-01,8,다큐멘터리,479,20985,0.5
900,2020-01-01,8,뮤지컬,45,5310,0.1
901,2020-01-01,8,서부극(웨스턴),53,1742,0.0
902,2020-01-01,8,공연,17,816,0.0
903,2020-01-01,12,드라마,"4,232",944290,23.4
904,2020-01-01,12,액션,"2,482",864535,21.4
905,2020-01-01,12,애니메이션,"1,166",469973,11.7
906,2020-01-01,12,범죄,503,427754,10.6
907,2020-01-01,12,코미디,"1,360",375524,9.3
908,2020-01-01,12,멜로/로맨스,"3,233",204438,5.1
909,2020-01-01,12,어드벤처,201,105571,2.6
910,2020-01-01,12,스릴러,708,100208,2.5
911,2020-01-01,12,가족,136,93413,2.3
912,2020-01-01,12,공포(호러),"1,120",70309,1.7
913,2020-01-01,12,SF,454,68014,1.7
914,2020-01-01,12,전쟁,203,61531,1.5
915,2020-01-01,12,미스터리,270,54963,1.4
916,2020-01-01,12,판타지,198,45331,1.1
917,2020-01-01,12,성인물(에로),"1,478",42252,1.1
918,2020-01-01,12,다큐멘터리,477,39441,1.0
919,2020-01-01,12,사극,103,23825,0.6
920,2020-01-01,12,기타,542,23781,0.6
921,2020-01-01,12,공연,19,17014,0.4
922,2020-01-01,12,뮤지컬,46,1982,0.1
923,2020-01-01,12,서부극(웨스턴),48,1611,0.0
924,2020-01-01,5,액션,"2,426",912314,23.3
925,2020-01-01,5,애니메이션,"1,107",685015,17.5
926,2020-01-01,5,드라마,"4,088",664777,16.9
927,2020-01-01,5,코미디,"1,393",408502,10.4
928,2020-01-01,5,멜로/로맨스,"3,015",240406,6.1
929,2020-01-01,5,범죄,512,181871,4.6
930,2020-01-01,5,스릴러,703,168843,4.3
931,2020-01-01,5,공포(호러),"1,085",130964,3.3
932,2020-01-01,5,어드벤처,201,117028,3.0
933,2020-01-01,5,판타지,202,71904,1.8
934,2020-01-01,5,미스터리,264,66050,1.7
935,2020-01-01,5,SF,446,60114,1.5
936,2020-01-01,5,사극,107,44713,1.1
937,2020-01-01,5,다큐멘터리,500,36140,0.9
938,2020-01-01,5,성인물(에로),"1,217",34066,0.9
939,2020-01-01,5,전쟁,189,32942,0.8
940,2020-01-01,5,기타,573,29518,0.8
941,2020-01-01,5,가족,134,27944,0.7
942,2020-01-01,5,뮤지컬,44,6087,0.2
943,2020-01-01,5,서부극(웨스턴),60,2990,0.1
944,2020-01-01,5,공연,20,1111,0.0
945,2020-01-01,4,액션,"2,371",977596,22.1
946,2020-01-01,4,드라마,"4,103",827054,18.7
947,2020-01-01,4,애니메이션,"1,117",694611,15.7
948,2020-01-01,4,코미디,"1,409",549970,12.5
949,2020-01-01,4,스릴러,678,242557,5.5
950,2020-01-01,4,멜로/로맨스,"2,967",232260,5.3
951,2020-01-01,4,범죄,507,171124,3.9
952,2020-01-01,4,공포(호러),"1,071",165643,3.8
953,2020-01-01,4,어드벤처,199,109002,2.5
954,2020-01-01,4,미스터리,264,98565,2.2
955,2020-01-01,4,판타지,197,63377,1.4
956,2020-01-01,4,SF,446,60255,1.4
957,2020-01-01,4,사극,105,55955,1.3
958,2020-01-01,4,성인물(에로),"1,178",36873,0.8
959,2020-01-01,4,전쟁,184,36028,0.8
960,2020-01-01,4,가족,135,31742,0.7
961,2020-01-01,4,다큐멘터리,494,27336,0.6
962,2020-01-01,4,기타,546,25376,0.6
963,2020-01-01,4,뮤지컬,44,6695,0.2
964,2020-01-01,4,서부극(웨스턴),52,2970,0.1
965,2020-01-01,4,공연,18,1311,0.0
